timestamp,baroPressurePa,baroTemperatureK,baroAltitudeM,,n,timestamp,baroPressurePa
281343,101895.0012,298.8699993,49.10069674,,61,281343,101895.0012
281399,101898.999,298.8799995,49.44594114,,62,281399,101898.999
281456,101894.0002,298.8699993,49.01466639,,63,281456,101894.0002
281512,101901.001,298.8699993,49.61633991,,64,281512,101901.001
281568,101898.999,298.8799995,49.44594114,,65,281568,101898.999
281624,101896.9971,298.8799995,49.27387947,,66,281624,101896.9971
281681,101896.0022,298.8799995,49.18837219,,67,281681,101896.0022
281737,101897.998,298.8799995,49.35991065,,68,281737,101897.998
281793,101898.999,298.8799995,49.44594114,,69,281793,101898.999
281849,101902.002,298.8799995,49.70402852,,70,281849,101902.002
281906,101900,298.8799995,49.53197095,,71,281906,101900
281962,101898.999,298.8799995,49.44594114,,72,281962,101898.999
282018,101901.001,298.8799995,49.61800008,,73,282018,101901.001
282074,101897.998,298.8899998,49.36156218,,74,282074,101897.998
282131,101896.9971,298.8799995,49.27387947,,75,282131,101896.9971
282187,101900,298.8899998,49.53362824,,76,282187,101900
282243,101900,298.8799995,49.53197095,,77,282243,101900
282299,101897.998,298.8799995,49.35991065,,78,282299,101897.998
282356,101901.001,298.8899998,49.61966025,,79,282356,101901.001
282412,101896.9971,298.8899998,49.27552812,,80,282412,101896.9971
282468,101896.9971,298.8899998,49.27552812,,81,282468,101896.9971
282524,101898.999,298.8899998,49.44759555,,82,282524,101898.999
282581,101901.001,298.8899998,49.61966025,,83,282581,101901.001
282637,101898.999,298.8899998,49.44759555,,84,282637,101898.999
282693,101903.9978,298.8899998,49.87722758,,85,282693,101903.9978
282749,101898.999,298.8899998,49.44759555,,86,282749,101898.999
282806,101898.999,298.8899998,49.44759555,,87,282806,101898.999
282862,101897.998,298.8899998,49.36156218,,88,282862,101897.998
282918,101896.0022,298.8899998,49.19001799,,89,282918,101896.0022
282974,101900,298.9,49.53528553,,90,282974,101900
283030,101897.998,298.9,49.36321372,,91,283030,101897.998
283087,101897.998,298.8899998,49.36156218,,92,283087,101897.998
283143,101897.998,298.9,49.36321372,,93,283143,101897.998
283199,101901.001,298.9,49.62132041,,94,283199,101901.001
283256,101898.999,298.9,49.44924997,,95,283256,101898.999
283312,101897.998,298.9,49.36321372,,96,283312,101897.998
283368,101897.998,298.9,49.36321372,,97,283368,101897.998
283424,101897.998,298.9,49.36321372,,98,283424,101897.998
283481,101898.999,298.9,49.44924997,,99,283481,101898.999
283537,101901.001,298.9,49.62132041,,100,283537,101901.001
283593,101895.0012,298.9,49.10562548,,101,283593,101895.0012
283649,101897.998,298.9,49.36321372,,102,283649,101897.998
283705,101900,298.9,49.53528553,,103,283705,101900
283762,101900,298.9,49.53528553,,104,283762,101900
283818,101897.998,298.9100002,49.36486525,,105,283818,101897.998
283874,101895.0012,298.9,49.10562548,,106,283874,101895.0012
283930,101898.999,298.9,49.44924997,,107,283930,101898.999
283987,101897.998,298.9,49.36321372,,108,283987,101897.998
284043,101898.999,298.9,49.44924997,,109,284043,101898.999
284099,101895.0012,298.9100002,49.1072684,,110,284099,101895.0012
284155,101896.9971,298.9,49.27717678,,111,284155,101896.9971
284212,101900,298.9,49.53528553,,112,284212,101900
284268,101896.9971,298.9,49.27717678,,113,284268,101896.9971
284324,101901.001,298.9,49.62132041,,114,284324,101901.001
284380,101895.0012,298.9,49.10562548,,115,284380,101895.0012
284437,101901.001,298.9100002,49.62298058,,116,284437,101901.001
284493,101898.999,298.9,49.44924997,,117,284493,101898.999
284549,101896.9971,298.9,49.27717678,,118,284549,101896.9971
284605,101901.001,298.9,49.62132041,,119,284605,101901.001
284662,101897.998,298.9,49.36321372,,120,284662,101897.998
284718,101900,298.9,49.53528553,,121,284718,101900
284774,101896.0022,298.9,49.19166378,,122,284774,101896.0022
284830,101902.002,298.9,49.70735461,,123,284830,101902.002
284886,101898.999,298.9,49.44924997,,124,284886,101898.999
284943,101901.001,298.9,49.62132041,,125,284943,101901.001
284999,101896.9971,298.9,49.27717678,,126,284999,101896.9971
285055,101898.999,298.8899998,49.44759555,,127,285055,101898.999
285111,101900,298.9,49.53528553,,128,285111,101900
285168,101897.998,298.9,49.36321372,,129,285168,101897.998
285224,101901.001,298.8899998,49.61966025,,130,285224,101901.001
285280,101897.998,298.8899998,49.36156218,,131,285280,101897.998
285336,101901.001,298.8899998,49.61966025,,132,285336,101901.001
285392,101898.999,298.8899998,49.44759555,,133,285392,101898.999
285449,101896.9971,298.8899998,49.27552812,,134,285449,101896.9971
1980523,102751.001,286.94,117.5348448,,135,1980523,102751.001
1980579,102752.002,287.0400003,117.6578731,,136,1980579,102752.002
1980636,102757.9956,287.1399998,118.1904193,,137,1980636,102757.9956
1980692,102759.9976,287.2100004,118.3834531,,138,1980692,102759.9976
1980748,102759.9976,287.2699999,118.408184,,139,1980748,102759.9976
1980804,102766.0034,287.3200001,118.9216285,,140,1980804,102766.0034
1980860,102767.0044,287.3700003,119.0244748,,141,1980860,102767.0044
1980916,102767.0044,287.4,119.0369002,,142,1980916,102767.0044
1980973,102768.0054,287.4299997,119.1314934,,143,1980973,102768.0054
1981029,102770.9961,287.44,119.381144,,144,1981029,102770.9961
1981085,102768.9941,287.4699997,119.2292486,,145,1981085,102768.9941
1981141,102773.999,287.4799999,119.6442934,,146,1981141,102773.999
1981197,102770.9961,287.4900002,119.4019104,,147,1981197,102770.9961
1981254,102775,287.5000004,119.7348005,,148,1981254,102775
1981310,102771.9971,287.5099997,119.4924047,,149,1981310,102771.9971
1981366,102771.9971,287.5199999,119.4965609,,150,1981366,102771.9971
1981423,102775,287.5300001,119.7472945,,151,1981423,102775
1981479,102770.9961,287.5300001,119.4185234,,152,1981479,102770.9961
1981535,102772.998,287.5400003,119.5870693,,153,1981535,102772.998
1981591,102772.998,287.5400003,119.5870693,,154,1981591,102772.998
1981647,102775,287.5400003,119.7514592,,155,1981647,102775
1981704,102776.001,287.5499996,119.8378205,,156,1981704,102776.001
1981760,102772.998,287.5499996,119.591228,,157,1981760,102772.998
1981816,102773.999,287.5499996,119.6734261,,158,1981816,102773.999
1981872,102773.999,287.5599998,119.677588,,159,1981872,102773.999
1981928,102777.002,287.5599998,119.9241872,,160,1981928,102777.002
1981984,102773.999,287.5599998,119.677588,,161,1981984,102773.999
1982041,102772.998,287.5599998,119.595387,,162,1982041,102772.998
1982097,102776.001,287.5599998,119.8419881,,163,1982097,102776.001
1982153,102769.9951,287.5599998,119.3487801,,164,1982153,102769.9951
1982209,102778.0029,287.5700001,120.010559,,165,1982209,102778.0029
1982266,102772.998,287.5700001,119.5995461,,166,1982266,102772.998
1982322,102775,287.5700001,119.7639532,,167,1982322,102775
1982378,102775,287.5700001,119.7639532,,168,1982378,102775
1982434,102773.999,287.5700001,119.68175,,169,1982434,102773.999
1982490,102775,287.5800003,119.768118,,170,1982490,102775
1982547,102770.9961,287.5800003,119.4392898,,171,1982547,102770.9961
1982603,102775,287.5800003,119.768118,,172,1982603,102775
1982659,102775,287.5800003,119.768118,,173,1982659,102775
1982715,102771.9971,287.5800003,119.5214978,,174,1982715,102771.9971
1982771,102771.9971,287.5800003,119.5214978,,175,1982771,102771.9971
1982828,102770.9961,287.5800003,119.4392898,,176,1982828,102770.9961
1982884,102773.999,287.5800003,119.6859119,,177,1982884,102773.999
1982940,102772.998,287.5800003,119.6037052,,178,1982940,102772.998
1982996,102773.999,287.5800003,119.6859119,,179,1982996,102773.999
1983052,102776.001,287.5800003,119.8503234,,180,1983052,102776.001
1983109,102775,287.5899996,119.7722824,,181,1983109,102775
1983165,102772.998,287.5899996,119.6078638,,182,1983165,102772.998
1983221,102771.9971,287.5899996,119.5256536,,183,1983221,102771.9971
1983277,102773.999,287.5899996,119.6900734,,184,1983277,102773.999
1983334,102773.999,287.5899996,119.6900734,,185,1983334,102773.999
1983390,102772.998,287.5899996,119.6078638,,186,1983390,102772.998
1983446,102771.9971,287.5899996,119.5256536,,187,1983446,102771.9971
1983502,102773.999,287.5800003,119.6859119,,188,1983502,102773.999
1983558,102772.998,287.5899996,119.6078638,,189,1983558,102772.998
1983615,102776.001,287.5899996,119.8544907,,190,1983615,102776.001
1983671,102773.999,287.5899996,119.6900734,,191,1983671,102773.999
1983727,102775,287.5899996,119.7722824,,192,1983727,102775
1983783,102773.999,287.5899996,119.6900734,,193,1983783,102773.999
1983839,102777.002,287.5899996,119.9366983,,194,1983839,102777.002
1983896,102777.002,287.5899996,119.9366983,,195,1983896,102777.002
1983952,102776.001,287.5899996,119.8544907,,196,1983952,102776.001
1984008,102773.999,287.5899996,119.6900734,,197,1984008,102773.999
1984064,102771.9971,287.5899996,119.5256536,,198,1984064,102771.9971
1984120,102773.999,287.5899996,119.6900734,,199,1984120,102773.999
1984176,102772.998,287.5899996,119.6078638,,200,1984176,102772.998
1984233,102775,287.5899996,119.7722824,,201,1984233,102775
1984289,102773.999,287.5899996,119.6900734,,202,1984289,102773.999
1984345,102771.9971,287.5899996,119.5256536,,203,1984345,102771.9971
1984401,102773.999,287.5899996,119.6900734,,204,1984401,102773.999
1984458,102771.9971,287.5899996,119.5256536,,205,1984458,102771.9971
1984514,102775,287.5899996,119.7722824,,206,1984514,102775
1984570,102772.998,287.5899996,119.6078638,,207,1984570,102772.998
1984626,102773.999,287.5899996,119.6900734,,208,1984626,102773.999
1984682,102773.999,287.5899996,119.6900734,,209,1984682,102773.999
1984739,102770.9961,287.5899996,119.4434427,,210,1984739,102770.9961
1984795,102772.998,287.5899996,119.6078638,,211,1984795,102772.998
1984851,102769.9951,287.5899996,119.3612312,,212,1984851,102769.9951
1984907,102772.998,287.5899996,119.6078638,,213,1984907,102772.998
1986318,102745.9961,286.8899998,117.1042358,,214,1986318,102745.9961
1986374,102755.0049,287.0000004,117.8876386,,215,1986374,102755.0049
1986430,102756.9946,287.0999998,118.0918749,,216,1986430,102756.9946
1986487,102761.9995,287.1799997,118.5352883,,217,1986487,102761.9995
1986543,102763.0005,287.2400002,118.6421705,,218,1986543,102763.0005
1986599,102768.0054,287.2800001,119.0693229,,219,1986599,102768.0054
1986655,102765.0024,287.3200001,118.8394909,,220,1986655,102765.0024
1986712,102766.0034,287.3499998,118.9340453,,221,1986712,102766.0034
1986768,102765.0024,287.3899998,118.8684437,,222,1986768,102765.0024
1986824,102772.998,287.4100002,119.5330026,,223,1986824,102772.998
1986880,102770.9961,287.4299997,119.3769907,,224,1986880,102770.9961
1986936,102771.9971,287.44,119.4633121,,225,1986936,102771.9971
1986993,102770.9961,287.4500002,119.3852974,,226,1986993,102770.9961
1987049,102770.9961,287.4600004,119.3894507,,227,1987049,102770.9961
1987105,102773.999,287.4699997,119.6401315,,228,1987105,102773.999
1987161,102771.9971,287.4799999,119.4799365,,229,1987161,102771.9971
1987217,102773.999,287.4900002,119.6484554,,230,1987217,102773.999
1987274,102769.9951,287.5000004,119.3238779,,231,1987274,102769.9951
1987330,102772.998,287.5000004,119.5704334,,232,1987330,102772.998
1987386,102775,287.5000004,119.7348005,,233,1987386,102775
1987442,102772.998,287.5099997,119.5745921,,234,1987442,102772.998
1987498,102772.998,287.5099997,119.5745921,,235,1987498,102772.998
1987554,102769.9951,287.5199999,119.3321785,,236,1987554,102769.9951
1987611,102773.999,287.5199999,119.6609407,,237,1987611,102773.999
1987667,102773.999,287.5199999,119.6609407,,238,1987667,102773.999
1987723,102772.998,287.5300001,119.5829102,,239,1987723,102772.998
1987779,102776.001,287.5300001,119.8294856,,240,1987779,102776.001
1987836,102773.999,287.5300001,119.6651027,,241,1987836,102773.999
1987892,102778.0029,287.5300001,119.9938659,,242,1987892,102778.0029
1987948,102772.998,287.5300001,119.5829102,,243,1987948,102772.998
1988004,102773.999,287.5400003,119.6692646,,244,1988004,102773.999
1988060,102775,287.5400003,119.7514592,,245,1988060,102775
1988117,102773.999,287.5400003,119.6692646,,246,1988117,102773.999
1988173,102773.999,287.5400003,119.6692646,,247,1988173,102773.999
1988229,102775,287.5400003,119.7514592,,248,1988229,102775
1988285,102777.002,287.5400003,119.9158466,,249,1988285,102777.002
1988341,102775,287.5400003,119.7514592,,250,1988341,102775
1988398,102771.9971,287.5400003,119.5048733,,251,1988398,102771.9971
1988454,102775,287.5499996,119.7556236,,252,1988454,102775
1988510,102775,287.5499996,119.7556236,,253,1988510,102775
1988566,102772.998,287.5499996,119.591228,,254,1988566,102772.998
1988622,102775,287.5499996,119.7556236,,255,1988622,102775
1988678,102770.9961,287.5499996,119.4268297,,256,1988678,102770.9961
1988735,102775,287.5499996,119.7556236,,257,1988735,102775
1988791,102773.999,287.5499996,119.6734261,,258,1988791,102773.999
1988847,102772.998,287.5499996,119.591228,,259,1988847,102772.998
1988903,102776.001,287.5499996,119.8378205,,260,1988903,102776.001
1988959,102776.001,287.5599998,119.8419881,,261,1988959,102776.001
1990370,102750,286.86,117.4200599,,262,1990370,102750
1990427,102754.0039,286.9699997,117.793271,,263,1990427,102754.0039
1990483,102755.0049,287.0599998,117.9122839,,264,1990483,102755.0049
1990539,102756.9946,287.1399998,118.108328,,265,1990539,102756.9946
1990595,102761.9995,287.2000002,118.5435436,,266,1990595,102761.9995
1990651,102761.9995,287.2500004,118.5641814,,267,1990651,102761.9995
1990707,102765.0024,287.2900003,118.8270826,,268,1990707,102765.0024
1990764,102768.0054,287.3200001,119.0859017,,269,1990764,102768.0054
1990820,102767.0044,287.3499998,119.0161909,,270,1990820,102767.0044
1990876,102771.9971,287.3700003,119.4342194,,271,1990876,102771.9971
1990932,102768.9941,287.3899998,119.1960683,,272,1990932,102768.9941
1990988,102771.9971,287.4100002,119.4508438,,273,1990988,102771.9971
1991045,102770.9961,287.4200005,119.3728377,,274,1991045,102770.9961
1991101,102773.999,287.4299997,119.6234842,,275,1991101,102773.999
1991157,102768.9941,287.44,119.2168061,,276,1991157,102768.9941
1991213,102772.998,287.4500002,119.5496385,,277,1991213,102772.998
1991270,102770.9961,287.4600004,119.3894507,,278,1991270,102770.9961
1991326,102773.999,287.4600004,119.63597,,279,1991326,102773.999
1991382,102769.9951,287.4699997,119.3114265,,280,1991382,102769.9951
1991438,102768.0054,287.4699997,119.1480722,,281,1991438,102768.0054
1991494,102769.9951,287.4799999,119.315577,,282,1991494,102769.9951
1991550,102770.9961,287.4799999,119.397757,,283,1991550,102770.9961
1991607,102773.999,287.4900002,119.6484554,,284,1991607,102773.999
1991663,102776.001,287.4900002,119.8128154,,285,1991663,102776.001
1991719,102772.998,287.4900002,119.5662744,,286,1991719,102772.998
1991775,102773.999,287.5000004,119.6526173,,287,1991775,102773.999
1991831,102772.998,287.5000004,119.5704334,,288,1991831,102772.998
1991888,102771.9971,287.5000004,119.4882489,,289,1991888,102771.9971
1991944,102773.999,287.5000004,119.6526173,,290,1991944,102773.999
1992000,102772.998,287.5099997,119.5745921,,291,1992000,102772.998
1992056,102775,287.5099997,119.7389649,,292,1992056,102775
1992112,102770.9961,287.5099997,119.4102167,,293,1992112,102770.9961
1992169,102773.999,287.5099997,119.6567788,,294,1992169,102773.999
1992225,102773.999,287.5099997,119.6567788,,295,1992225,102773.999
1992281,102771.9971,287.5099997,119.4924047,,296,1992281,102771.9971
1992337,102772.998,287.5199999,119.5787512,,297,1992337,102772.998
1992393,102773.999,287.5099997,119.6567788,,298,1992393,102773.999
1992450,102769.9951,287.5099997,119.328028,,299,1992450,102769.9951
1992506,102773.999,287.5199999,119.6609407,,300,1992506,102773.999
1992562,102771.9971,287.5199999,119.4965609,,301,1992562,102771.9971
1992618,102776.001,287.5199999,119.825318,,302,1992618,102776.001
1992674,102772.998,287.5199999,119.5787512,,303,1992674,102772.998
1992731,102771.9971,287.5199999,119.4965609,,304,1992731,102771.9971
1992787,102771.9971,287.5199999,119.4965609,,305,1992787,102771.9971
1992843,102770.9961,287.5300001,119.4185234,,306,1992843,102770.9961
1992899,102771.9971,287.5199999,119.4965609,,307,1992899,102771.9971
1992955,102771.9971,287.5199999,119.4965609,,308,1992955,102771.9971
1993011,102773.999,287.5300001,119.6651027,,309,1993011,102773.999
1993068,102772.998,287.5300001,119.5829102,,310,1993068,102772.998
1993124,102773.999,287.5300001,119.6651027,,311,1993124,102773.999
1993180,102772.998,287.5300001,119.5829102,,312,1993180,102772.998
1993236,102773.999,287.5300001,119.6651027,,313,1993236,102773.999
1993293,102771.9971,287.5300001,119.5007171,,314,1993293,102771.9971
1993349,102769.9951,287.5300001,119.336329,,315,1993349,102769.9951
1993405,102773.999,287.5300001,119.6651027,,316,1993405,102773.999
1993461,102773.999,287.5400003,119.6692646,,317,1993461,102773.999
1993518,102775,287.5300001,119.7472945,,318,1993518,102775
1993574,102770.9961,287.5400003,119.4226767,,319,1993574,102770.9961
1993630,102771.9971,287.5400003,119.5048733,,320,1993630,102771.9971
1993686,102770.9961,287.5300001,119.4185234,,321,1993686,102770.9961
1993742,102775,287.5400003,119.7514592,,322,1993742,102775
1993798,102775,287.5400003,119.7514592,,323,1993798,102775
1993855,102772.998,287.5400003,119.5870693,,324,1993855,102772.998
1993911,102773.999,287.5400003,119.6692646,,325,1993911,102773.999
1993967,102772.998,287.5400003,119.5870693,,326,1993967,102772.998
1994023,102777.002,287.5400003,119.9158466,,327,1994023,102777.002
1994079,102770.9961,287.5400003,119.4226767,,328,1994079,102770.9961
1994136,102775,287.5400003,119.7514592,,329,1994136,102775
1994192,102772.998,287.5400003,119.5870693,,330,1994192,102772.998
1994248,102772.998,287.5400003,119.5870693,,331,1994248,102772.998
1994305,102772.998,287.5400003,119.5870693,,332,1994305,102772.998
1994361,102770.9961,287.5400003,119.4226767,,333,1994361,102770.9961
1994417,102773.999,287.5400003,119.6692646,,334,1994417,102773.999
1994473,102773.999,287.5400003,119.6692646,,335,1994473,102773.999
1994529,102772.998,287.5400003,119.5870693,,336,1994529,102772.998
1994586,102771.9971,287.5400003,119.5048733,,337,1994586,102771.9971
1994642,102772.998,287.5400003,119.5870693,,338,1994642,102772.998
1994698,102776.001,287.5400003,119.8336532,,339,1994698,102776.001
1994754,102775,287.5499996,119.7556236,,340,1994754,102775
1994810,102776.001,287.5400003,119.8336532,,341,1994810,102776.001
1994867,102775,287.5499996,119.7556236,,342,1994867,102775
1994923,102773.999,287.5400003,119.6692646,,343,1994923,102773.999
1996334,102746.9971,286.8399996,117.1658391,,344,1996334,102746.9971
1996390,102752.002,286.9600004,117.625081,,345,1996390,102752.002
1996446,102755.0049,287.0499996,117.9081762,,346,1996446,102755.0049
1996502,102760.9985,287.1299995,118.4325645,,347,1996502,102760.9985
1996558,102759.9976,287.19,118.3752092,,348,1996558,102759.9976
1996615,102763.0005,287.2299999,118.6380399,,349,1996615,102763.0005
1996671,102766.0034,287.2699999,118.9009334,,350,1996671,102766.0034
1996727,102763.0005,287.2999996,118.6669527,,351,1996727,102763.0005
1996783,102770.9961,287.3300003,119.3354584,,352,1996783,102770.9961
1996840,102772.998,287.3499998,119.5080486,,353,1996840,102772.998
1996896,102768.9941,287.3799995,119.1919207,,354,1996896,102768.9941
1996952,102768.9941,287.3899998,119.1960683,,355,1996952,102768.9941
1997008,102768.9941,287.4100002,119.2043636,,356,1997008,102768.9941
1997064,102770.9961,287.4200005,119.3728377,,357,1997064,102770.9961
1997121,102768.9941,287.4299997,119.2126585,,358,1997121,102768.9941
1997177,102770.9961,287.44,119.381144,,359,1997177,102770.9961
1997233,102770.9961,287.44,119.381144,,360,1997233,102770.9961
1997289,102772.998,287.4500002,119.5496385,,361,1997289,102772.998
1997345,102772.998,287.4600004,119.5537976,,362,1997345,102772.998
1997402,102771.9971,287.4600004,119.4716245,,363,1997402,102771.9971
1997458,102775,287.4600004,119.7181418,,364,1997458,102775
1997514,102772.998,287.4699997,119.5579562,,365,1997514,102772.998
1997570,102775,287.4699997,119.7223061,,366,1997570,102775
1997627,102771.9971,287.4699997,119.4757803,,367,1997627,102771.9971
1997683,102773.999,287.4799999,119.6442934,,368,1997683,102773.999
1997739,102772.998,287.4799999,119.5621153,,369,1997739,102772.998
1997795,102771.9971,287.4799999,119.4799365,,370,1997795,102771.9971
1997851,102769.9951,287.4799999,119.315577,,371,1997851,102769.9951
1997908,102776.001,287.4900002,119.8128154,,372,1997908,102776.001
1997964,102772.998,287.4900002,119.5662744,,373,1997964,102772.998
1998020,102770.9961,287.4900002,119.4019104,,374,1998020,102770.9961
1998076,102771.9971,287.4900002,119.4840927,,375,1998076,102771.9971
1998132,102772.998,287.4900002,119.5662744,,376,1998132,102772.998
1998189,102777.002,287.5000004,119.899165,,377,1998189,102777.002
1998245,102770.9961,287.5000004,119.4060637,,378,1998245,102770.9961
1998301,102776.001,287.5000004,119.8169831,,379,1998301,102776.001
1998357,102773.999,287.5000004,119.6526173,,380,1998357,102773.999
1998413,102771.9971,287.5000004,119.4882489,,381,1998413,102771.9971
1998470,102775,287.5000004,119.7348005,,382,1998470,102775
1998526,102771.9971,287.5000004,119.4882489,,383,1998526,102771.9971
1998582,102772.998,287.5000004,119.5704334,,384,1998582,102772.998
1998638,102769.9951,287.5000004,119.3238779,,385,1998638,102769.9951
1998694,102771.9971,287.5099997,119.4924047,,386,1998694,102771.9971
1998751,102778.0029,287.5099997,119.9855192,,387,1998751,102778.0029
1998807,102771.9971,287.5099997,119.4924047,,388,1998807,102771.9971
1998863,102772.998,287.5099997,119.5745921,,389,1998863,102772.998
1998919,102776.001,287.5099997,119.8211503,,390,1998919,102776.001
1998975,102773.999,287.5099997,119.6567788,,391,1998975,102773.999
1999032,102772.998,287.5099997,119.5745921,,392,1999032,102772.998
1999088,102775,287.5199999,119.7431297,,393,1999088,102775
1999144,102770.9961,287.5099997,119.4102167,,394,1999144,102770.9961
1999200,102772.998,287.5099997,119.5745921,,395,1999200,102772.998
1999256,102773.999,287.5099997,119.6567788,,396,1999256,102773.999
1999313,102770.9961,287.5199999,119.4143701,,397,1999313,102770.9961
1999369,102771.9971,287.5199999,119.4965609,,398,1999369,102771.9971
1999425,102771.9971,287.5099997,119.4924047,,399,1999425,102771.9971
1999481,102770.9961,287.5099997,119.4102167,,400,1999481,102770.9961
1999537,102775,287.5199999,119.7431297,,401,1999537,102775
1999594,102775,287.5199999,119.7431297,,402,1999594,102775
1999650,102775,287.5199999,119.7431297,,403,1999650,102775
1999706,102773.999,287.5199999,119.6609407,,404,1999706,102773.999
1999762,102770.9961,287.5199999,119.4143701,,405,1999762,102770.9961
1999819,102772.998,287.5199999,119.5787512,,406,1999819,102772.998
1999875,102772.998,287.5199999,119.5787512,,407,1999875,102772.998
1999931,102773.999,287.5300001,119.6651027,,408,1999931,102773.999
1999987,102770.9961,287.5199999,119.4143701,,409,1999987,102770.9961
2000043,102777.002,287.5300001,119.9116761,,410,2000043,102777.002
2000100,102770.9961,287.5199999,119.4143701,,411,2000100,102770.9961
2000156,102773.999,287.5199999,119.6609407,,412,2000156,102773.999
2000212,102773.999,287.5199999,119.6609407,,413,2000212,102773.999
2000268,102770.9961,287.5199999,119.4143701,,414,2000268,102770.9961
2000324,102776.001,287.5199999,119.825318,,415,2000324,102776.001
2000381,102771.9971,287.5199999,119.4965609,,416,2000381,102771.9971
2000437,102770.9961,287.5300001,119.4185234,,417,2000437,102770.9961
2000493,102772.998,287.5300001,119.5829102,,418,2000493,102772.998
2000549,102771.9971,287.5300001,119.5007171,,419,2000549,102771.9971
2000605,102773.999,287.5300001,119.6651027,,420,2000605,102773.999
2000662,102772.998,287.5300001,119.5829102,,421,2000662,102772.998
2000718,102772.998,287.5300001,119.5829102,,422,2000718,102772.998
2000774,102771.9971,287.5300001,119.5007171,,423,2000774,102771.9971
2000831,102773.999,287.5300001,119.6651027,,424,2000831,102773.999
2000887,102773.999,287.5300001,119.6651027,,425,2000887,102773.999
2000943,102773.999,287.5300001,119.6651027,,426,2000943,102773.999
2000999,102773.999,287.5300001,119.6651027,,427,2000999,102773.999
2001055,102771.9971,287.5300001,119.5007171,,428,2001055,102771.9971
